,platformId,platform,date,updated,type,description,postUrl,subscriberCount,score,media,likeAndViewCountsDisabled,languageCode,legacyId,id,statistics.actual.favoriteCount,statistics.actual.commentCount,statistics.expected.favoriteCount,statistics.expected.commentCount,account.id,account.name,account.handle,account.profileImage,account.subscriberCount,account.url,account.platform,account.platformId,account.verified,imageText,expandedLinks,translated_description,translated_imageText,description_cluster,Image_path,image_ocr,translated_image_ocr,accountHandle,party,Alignation
2219,3.358832180999999e+29,Instagram,2024-05-02 04:26:59,2024-05-21 18:18:42,photo,"प्रयास विश्वास रुकेगा नहीं टूटेगा नहीं 
#अबकी_बार_400_पार 
#LokSabhaElection2024

@bjp4india @narendramodi @amitshahofficial @jpnaddaofficial @bjp4bihar @ichiragpaswan @samratchoudharybjp @idineshpdsingh",https://www.instagram.com/p/C6c-BKMPvKP/,18498,-2.0701754386,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/441252007_331536876319059_3721709730498651141_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=18de74&_nc_ohc=SkRvuofb4oIQ7kNvgHPPFRa&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC-tAznG2hIbfpHUPiQaekq4NpJeYQu9vNmXcrMTGc37w&oe=66529F13', 'height': 1080, 'width': 1080}]",False,hi,0,8063813|3358832180657582735,54,3,114,4,8063813,Veena Devi,iveenadevi,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/299840913_1249254679155335_1284598036435125072_n.jpg?stp=dst-jpg_s150x150&_nc_cat=103&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=c_tJ1XY4bIkQ7kNvgHhue5I&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD30_l7ehYRzihpSnBcQPXVoZ8IDDw-vfwOiIx1C4QG9w&oe=6661AC73,27300,https://www.instagram.com/iveenadevi/,Instagram,12906038168,True,"चुनावा पुनावचिन्ह चन्ह 400% हलकाएरडाप प्रयास विश्वास रुकेगा नहीं टूटेगा नहीं श्रीमतीविणादेवी। विणा णादेवी श्रीमती सांसदर एनडीएप्रत्याशी, संस्दसहनडीएप्र्यारी,वैशाली रनडीए प्रत्याशी, वैशाली लोकसभा क्षेत्र-16 जुनावचिनह बुनावकनह ZIr ー5 ठेलीकांस्टछाप",,"the effort will not stop the trust will not break
abki_bar_400_par
loksabhaetion2024

bjp4india narendramodi amitshahofficial jpnaddaoffecial bjp4bihar ichraagpaswan samratchoudharybjp idineshpdsingh","Election Punawachinh Chanh 400% Lighty Efforts will not stop, Mrs.Vinadevi will not break.Vina Nanadevi Mrs. Sansadar NDAPratyashi, RandashandiPrari, Vaishali RanDA candidate, Vaishali Lok Sabha constituency-16 Junavachinh Bunaknah Zir ー 5 5",28,[None],,,iveenadevi,LJSP,Left
2220,3.3588297269999994e+29,Instagram,2024-05-02 04:22:07,2024-05-21 18:18:42,album,"वैशाली लोकसभा क्षेत्र अंतर्गत कांटी विधानसभा के रक्सा में श्री शत्रुधन महतो जी और श्री बच्चा माँझी के यहां शादी समारोह में शामिल हुई।
#अबकी_बार_400_पार 
#LokSabhaElection2024

@bjp4india @narendramodi @amitshahofficial @jpnaddaofficial @bjp4bihar @ichiragpaswan @samratchoudharybjp @idineshpdsingh",https://www.instagram.com/p/C6c9dc6PqTX/,18498,1.5232067511,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/441257050_339820705408610_4774049692506820100_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=18de74&_nc_ohc=5GybzGl0980Q7kNvgHu8WoU&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD8pyt9YfLHqP_g-hOVGs70VHzTD7du_mA5mWTY_H8VQw&oe=6652A9D3', 'height': 560, 'width': 1080}]",False,hi,0,8063813|3358829726855505111,361,0,234,3,8063813,Veena Devi,iveenadevi,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/299840913_1249254679155335_1284598036435125072_n.jpg?stp=dst-jpg_s150x150&_nc_cat=103&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=c_tJ1XY4bIkQ7kNvgHhue5I&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD30_l7ehYRzihpSnBcQPXVoZ8IDDw-vfwOiIx1C4QG9w&oe=6661AC73,27300,https://www.instagram.com/iveenadevi/,Instagram,12906038168,True,,,"in raksa of kanti vidhan sabha under vaishali lok sabha constituency shri shatradhan mahato ji and shri bacha manjhi attended the wedding ceremony here
abki_bar_400_par
loksabhaetion2024

bjp4india narendramodi amitshahofficial jpnaddaoffecial bjp4bihar ichraagpaswan samratchoudharybjp idineshpdsingh",,-1,[None],,,iveenadevi,LJSP,Left
2221,3.35880882e+28,Instagram,2024-05-02 03:40:34,2024-05-21 18:19:20,album,आज हाजीपुर संसदीय क्षेत्र से नामांकन दाखिल करने से पूर्व पटना के खगौल में पूजा अर्चना कर आशीर्वाद लिया।,https://www.instagram.com/p/C6c4tODPN5E/,723376,3.8507489365,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/441162444_380202611689117_5780377222728512695_n.heic?stp=dst-jpg&_nc_cat=100&ccb=1-7&_nc_sid=18de74&_nc_ohc=MTT4Ygjzxk0Q7kNvgGNWsdL&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYBwR9OumsVjUK_z26eYjzoyk2C_GydCU-uEzFmkbBQMbQ&oe=665EE9E5', 'height': 1440, 'width': 1440}]",False,hi,0,8063839|3358808820179328580,107103,614,27802,171,8063839,Chirag Paswan,ichiragpaswan,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/381267994_1471944610252765_4549254365658642136_n.jpg?stp=dst-jpg_s150x150&_nc_cat=1&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=4AHsPfYar5AQ7kNvgFboKvH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC2wln5Y2h5missAlx05VZZDaP8sbG4gyMDnw9lzB8N_Q&oe=666179E1,1066763,https://www.instagram.com/ichiragpaswan/,Instagram,9651287768,False,,,today before filing nomination from hajipur parliamentary constituency he took blessings by offering prayers at khagaul in patna,,-1,['../images\\image_2221_0.jpg'],,,ichiragpaswan,LJSP,Left
2241,3.3584917499999994e+29,Instagram,2024-05-01 17:10:37,2024-06-01 21:47:38,photo,"हम जीतेंगे !

जीतेगी मैनपुरी, जीतेगा INDIA।",https://www.instagram.com/p/C6bwnP5oRJJ/,316000,-1.2540003678,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/441306344_461421319615487_1515909502162899602_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=18de74&_nc_ohc=z8NrxSOt4l8Q7kNvgFGJxVU&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYClFgSA1n4aSH91v43SNwveUVwnNYe8o1QsUpou6oXh_Q&oe=666181BD', 'height': 1439, 'width': 1199}]",False,hi,0,11320052|3358491750499947081,10779,95,13361,275,11320052,Dimple Yadav,socialist_dimpleyadav,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/57257158_401498690694702_7734465217890877440_n.jpg?stp=dst-jpg_s150x150&_nc_cat=106&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=CiOW75GFAY4Q7kNvgHUa2v-&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD-o1gYkrCdeumfI16HcdD4jt3Scg00jLX5WnBXycmlcA&oe=6661E32D,368258,https://www.instagram.com/socialist_dimpleyadav/,Instagram,13046533735,True,"लोकसभा चुनाव 2024 हम जीतेंगे जीतेगी मैनपुरी, इंडिया जीतेगा H श्रीमतीडिंपलयादव श्रीमती डिंपल यादव dimpleyadav समाजवादी पार्टी को वोट समाजवादीपारटीकोबोट्दे दें",,"we will win 

mainpuri will win win india","Lok Sabha elections 2024 We will win Mainpuri, India will win.",-1,['../images\\image_2241_0.jpg'],,,socialist_dimpleyadav,SP,Left
2242,3.358490906e+29,Instagram,2024-05-01 17:08:56,2024-05-21 18:18:43,album,वैशाली लोकसभा क्षेत्र अंतर्गत कांटी विधानसभा के रतनपुरा में श्री दिनेश भगत जी के यहां शादी समारोह में शामिल हुई।,https://www.instagram.com/p/C6bwa9uPIWi/,18498,-2.5760869565,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/441129139_1163568864782767_6336403558128854612_n.webp?stp=dst-jpg&_nc_cat=107&ccb=1-7&_nc_sid=18de74&_nc_ohc=TRlrfBq2auMQ7kNvgESPE-Q&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYCakM3uq7aYo_lDk4p5SrSHfr1wGWnTN7gs7myJu1DDsQ&oe=6652B898', 'height': 853, 'width': 853}]",False,hi,0,8063813|3358490906347734434,92,0,234,3,8063813,Veena Devi,iveenadevi,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/299840913_1249254679155335_1284598036435125072_n.jpg?stp=dst-jpg_s150x150&_nc_cat=103&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=c_tJ1XY4bIkQ7kNvgHhue5I&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD30_l7ehYRzihpSnBcQPXVoZ8IDDw-vfwOiIx1C4QG9w&oe=6661AC73,27300,https://www.instagram.com/iveenadevi/,Instagram,12906038168,True,,,in ratanpura of kanti assembly under vaishali lok sabha constituency shri dinesh bhagat ji attended the wedding ceremony,,164,[None],,,iveenadevi,LJSP,Left
2244,3.3584891449999996e+29,Instagram,2024-05-01 17:05:26,2024-05-21 18:18:43,album,वैशाली लोकसभा क्षेत्र अंतर्गत कांटी विधानसभा के श्रीसियां में श्री रामबाबू साह जी के यहां शादी समारोह में शामिल हुई।,https://www.instagram.com/p/C6bwBVwv7VI/,18498,-2.1160714286,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/441137991_3657589431181586_7167660357835245997_n.webp?stp=dst-jpg&_nc_cat=101&ccb=1-7&_nc_sid=18de74&_nc_ohc=Ad-NX62qkqIQ7kNvgEytuRU&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYDf96CxzKg48I1dX_rkthOjsySht3smPDRNY4PCaPPHnA&oe=6652AFF4', 'height': 853, 'width': 853}]",False,hi,0,8063813|3358489145453294920,111,1,234,3,8063813,Veena Devi,iveenadevi,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/299840913_1249254679155335_1284598036435125072_n.jpg?stp=dst-jpg_s150x150&_nc_cat=103&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=c_tJ1XY4bIkQ7kNvgHhue5I&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD30_l7ehYRzihpSnBcQPXVoZ8IDDw-vfwOiIx1C4QG9w&oe=6661AC73,27300,https://www.instagram.com/iveenadevi/,Instagram,12906038168,True,,,in the srisiya of kanti assembly under vaishali lok sabha constituency shri rambabu sah ji attended the wedding ceremony,,164,[None],,,iveenadevi,LJSP,Left
2251,3.3584182939999994e+29,Instagram,2024-05-01 14:44:40,2024-05-21 18:18:43,album,वैशाली लोकसभा क्षेत्र अंतर्गत कांटी विधानसभा के कोल्हूआ में विधायक श्री अशोक चौधरी जी के आवास पर बैठक कर स्थानीय लोगों से मिली।,https://www.instagram.com/p/C6bf6UJPsQ0/,18498,-3.2465753425,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/441093743_963789001792114_4595234486107587102_n.webp?stp=dst-jpg&_nc_cat=101&ccb=1-7&_nc_sid=18de74&_nc_ohc=cR4_53_07cIQ7kNvgERviQc&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYCtJPIFApBpXtY-lj1xV8537uxieR1_mN0dK8S6y82Kag&oe=6652BB9E', 'height': 853, 'width': 853}]",False,hi,0,8063813|3358418293936276532,73,0,234,3,8063813,Veena Devi,iveenadevi,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/299840913_1249254679155335_1284598036435125072_n.jpg?stp=dst-jpg_s150x150&_nc_cat=103&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=c_tJ1XY4bIkQ7kNvgHhue5I&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD30_l7ehYRzihpSnBcQPXVoZ8IDDw-vfwOiIx1C4QG9w&oe=6661AC73,27300,https://www.instagram.com/iveenadevi/,Instagram,12906038168,True,,,in kolhua of kanti assembly under vaishali lok sabha constituency meeting at the residence of mla shri ashok chaudhary ji met the local people,,-1,[None],,,iveenadevi,LJSP,Left
2252,3.358416874e+29,Instagram,2024-05-01 14:41:51,2024-05-21 18:18:43,album,वैशाली लोकसभा क्षेत्र अंतर्गत कांटी विधानसभा के मिथनसराय में जनसंपर्क कर स्थानीय लोगों से मिली।,https://www.instagram.com/p/C6bflp1v0it/,18498,-4.9375,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/441158209_3259405364356088_6326345215219828228_n.webp?stp=dst-jpg&_nc_cat=101&ccb=1-7&_nc_sid=18de74&_nc_ohc=uJPF2k6c62YQ7kNvgFgfw_8&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYCBLPgZXQVOqtGnAo3-amHppyx_y6O9W6Y8z4C-CrHkzQ&oe=6652C9E5', 'height': 1080, 'width': 1080}]",False,hi,0,8063813|3358416874122463405,48,0,234,3,8063813,Veena Devi,iveenadevi,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/299840913_1249254679155335_1284598036435125072_n.jpg?stp=dst-jpg_s150x150&_nc_cat=103&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=c_tJ1XY4bIkQ7kNvgHhue5I&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD30_l7ehYRzihpSnBcQPXVoZ8IDDw-vfwOiIx1C4QG9w&oe=6661AC73,27300,https://www.instagram.com/iveenadevi/,Instagram,12906038168,True,,,public relations in mithnsasarai of kanti assembly under vaishali lok sabha constituency met local people,,52,[None],,,iveenadevi,LJSP,Left
2254,3.358415268e+29,Instagram,2024-05-01 14:38:39,2024-05-21 18:18:43,album,वैशाली लोकसभा क्षेत्र अंतर्गत कांटी विधानसभा के चैनपुर में जनसंपर्क कर स्थानीय लोगों से मिली।,https://www.instagram.com/p/C6bfORkPv0A/,18498,1.4936708861,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/441189441_355863047486747_9185314723753372413_n.webp?stp=dst-jpg&_nc_cat=100&ccb=1-7&_nc_sid=18de74&_nc_ohc=AMYPv0y4sG4Q7kNvgEt4P59&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC2P7plAHuXOWMqKF-EZmf4H0oIa7kZ3syPHGvwbAfr-g&oe=6652D2E6', 'height': 516, 'width': 516}]",False,hi,0,8063813|3358415267511074048,352,2,234,3,8063813,Veena Devi,iveenadevi,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/299840913_1249254679155335_1284598036435125072_n.jpg?stp=dst-jpg_s150x150&_nc_cat=103&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=c_tJ1XY4bIkQ7kNvgHhue5I&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD30_l7ehYRzihpSnBcQPXVoZ8IDDw-vfwOiIx1C4QG9w&oe=6661AC73,27300,https://www.instagram.com/iveenadevi/,Instagram,12906038168,True,,,public relations in chanpur of kanti assembly under vaishali lok sabha constituency met local people,,52,[None],,,iveenadevi,LJSP,Left
2257,3.3583938169999996e+29,Instagram,2024-05-01 13:56:02,2024-05-21 18:18:43,photo,"वैशाली लोकसभा क्षेत्र अंतर्गत प्रखंड गोरौल और पटेढी बेलसर में कल दिनांक 02 मई 2024 का जनसंपर्क कार्यक्रम।
#अबकी_बार_400_पार 
#LokSabhaElection2024

@bjp4india @narendramodi @amitshahofficial @jpnaddaofficial @bjp4bihar @ichiragpaswan @samratchoudharybjp @idineshpdsingh",https://www.instagram.com/p/C6baWIgvYF3/,18498,2.1610169492,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/441201498_1496037464672785_8263060390855382446_n.webp?stp=dst-jpg&_nc_cat=107&ccb=1-7&_nc_sid=18de74&_nc_ohc=-qLlOhjIDJoQ7kNvgHL7uSm&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYBoVvQsQrU-zUyzitkclrCpUtZF9x_REUrjV72_QJcl1Q&oe=6652C047', 'height': 1261, 'width': 1080}]",False,hi,0,8063813|3358393817311838583,253,2,114,4,8063813,Veena Devi,iveenadevi,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/299840913_1249254679155335_1284598036435125072_n.jpg?stp=dst-jpg_s150x150&_nc_cat=103&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=c_tJ1XY4bIkQ7kNvgHhue5I&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD30_l7ehYRzihpSnBcQPXVoZ8IDDw-vfwOiIx1C4QG9w&oe=6661AC73,27300,https://www.instagram.com/iveenadevi/,Instagram,12906038168,True,"एनंडीए प्रत्याशी श्रीमती वीणा देवी का लोकसभा वैशाली के प्रखंड गोरौल औरपटेढी बेलसर में जनसप्पर्क कार्यक्रम पंचायत 베라라 स्थान दिनांक 02.05.2024 मटोलिया समय सुचहः 08:00 बजे भीरनपुरा गोरीतमगवानपुर पंचायत सुक्क: 08:30 गोरौलगान स्थान सुबढ:०१:००ये समय श्रीमाथतीकेआयारापर चकुलामयीन मिड्निय शाम: 06:00 शाम:06:0०बज्रे बजे चकूलामदीत मोनायोककेपास शाम: 06:30 बजे दोपहर: मोनागात चकूलामदीन विरमा मुकुटमुक्लजीकेअवासपर आवासपर मिश्रालिया वाईन,मित्रीलिया शाम: म:07:00 बजे दोपहर: फेरसअध्यक्षकेआवासपर दपहर: शाम:०7:30बजे उय्नासटीत नकूलामदीन शाम ：08：00可 अपगलपूर जगदम्बास्थान सिवमंदरनोर हन्मानमंकिर,चाई09 शाम:०4:0बजे शाम: 5:00G शाम: 05:30 यने चुनावचिन्ह चुनाव आपसभी आप सभी सादर आमंत्रितहै हेलीकॉश्रछाप छप श्रीमती वीणा देवी सांसद सह एनडीए प्रत्याशी, वैशाली लोकसभा क्षेत्र-16",,"public relations program of 02 may 2024 tomorrow in block goraul and patedhi belsar under vaishali lok sabha constituency
abki_bar_400_par
loksabhaetion2024

bjp4india narendramodi amitshahofficial jpnaddaoffecial bjp4bihar ichraagpaswan samratchoudharybjp idineshpdsingh","Ani candidate Smt. Veena Devi's Lok Sabha Vaishali block Goraul and Patedhi Belsar in Public Sappark Program Panchayat 베라라 place 02.05.2024 Matolia Time Suchah: 08:00 AMEvening: 06:00 pm: 06: 06: 06:00 pm Chakulamadit Monayok Pares: 06:30 pm: Monagat Chakulamadin Virma Mukutmuklaji's residence on the residence of Mishralia Win, Mitrilia evening: Mitrilia evening: M: 07: 07: 00 amEvening ： 08 ： ： 00",28,[None],,,iveenadevi,LJSP,Left
2261,3.358369725e+29,Instagram,2024-05-01 13:08:10,2024-05-21 18:18:43,album,वैशाली लोकसभा क्षेत्र अंतर्गत कांटी विधानसभा के मरवन में श्री बिंदेश्वर साह जी के यहां शादी समारोह में शामिल हुई।,https://www.instagram.com/p/C6bU3i1Pab0/,18498,-2.0789473684,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/441080344_768086795453932_7813207641757569725_n.webp?stp=dst-jpg&_nc_cat=111&ccb=1-7&_nc_sid=18de74&_nc_ohc=lr6Cq277weoQ7kNvgFTAA1R&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYBazjDlNdnNJfbd6UwnuS9kyEwjhzuw33taxSQgDr-Rvw&oe=6652A89E', 'height': 1080, 'width': 1080}]",False,hi,0,8063813|3358369725036734196,113,1,234,3,8063813,Veena Devi,iveenadevi,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/299840913_1249254679155335_1284598036435125072_n.jpg?stp=dst-jpg_s150x150&_nc_cat=103&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=c_tJ1XY4bIkQ7kNvgHhue5I&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD30_l7ehYRzihpSnBcQPXVoZ8IDDw-vfwOiIx1C4QG9w&oe=6661AC73,27300,https://www.instagram.com/iveenadevi/,Instagram,12906038168,True,,,at the marwan of kanti assembly under vaishali lok sabha constituency shri bindeshwar sah ji attended the wedding ceremony,,164,[None],,,iveenadevi,LJSP,Left
2263,3.358368089e+29,Instagram,2024-05-01 13:04:55,2024-05-21 18:18:43,album,वैशाली लोकसभा क्षेत्र अंतर्गत कांटी विधानसभा के बोड़वारा में लोजपा (आर) के प्रखंड अध्यक्ष श्री कृष्ण कुमार महतो जी के यहां शादी समारोह में शामिल हुई।,https://www.instagram.com/p/C6bUfvcPfBf/,18498,-2.8554216867,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/441175056_454716550573288_4036113439494991663_n.webp?stp=dst-jpg&_nc_cat=106&ccb=1-7&_nc_sid=18de74&_nc_ohc=QIO4IOt-p_gQ7kNvgE0S9DC&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYCuouFBIBGVNwGa6tFO8dHHlsNu-L8hHgQsF9oEebzsWA&oe=6652AE91', 'height': 720, 'width': 1080}]",False,hi,0,8063813|3358368089308524639,83,0,234,3,8063813,Veena Devi,iveenadevi,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/299840913_1249254679155335_1284598036435125072_n.jpg?stp=dst-jpg_s150x150&_nc_cat=103&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=c_tJ1XY4bIkQ7kNvgHhue5I&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD30_l7ehYRzihpSnBcQPXVoZ8IDDw-vfwOiIx1C4QG9w&oe=6661AC73,27300,https://www.instagram.com/iveenadevi/,Instagram,12906038168,True,,,ljp r block president shri krishna kumar mahato ji attended the wedding ceremony at bodwara of kanti assembly under vaishali lok sabha constituency,,164,[None],,,iveenadevi,LJSP,Left
